name,surname,gender,searching_gender,age,interests,latitude,longitude
Anita,Cole,N,A,36,"Writing, Physics, Art, Painting, Judo",41.4843,-80.437
Veronica,Dixon,F,A,38,"Mobile app development, Woodworking, Ethical hacking, Advertising",40.6894,-81.1803
James,Green,M,A,24,"Physics, Ethical hacking, Writing",40.8268,-73.6765
Jason,Grant,M,A,24,"Blacksmithing, Gaming, Photography, Advertising",36.7528,-106.5598
Angela,Rodriguez,F,F,38,"Mathematics, Investment banking, Diving",38.8633,-92.3129
Kelly,Alexander,N,N,20,"Journalism, Boxing, Guitar, Travel",24.8247,-80.8128
Harry,Smith,M,N,32,"Travel, Data analysis, Video editing",47.0322,-122.2827
Brett,Esparza,M,M,21,"Video games, Interior design, Mathematics",43.3363,-83.352
Kim,Silva,F,N,26,"Music production, Sculpting, Guitar, Gaming",33.5648,-95.9985
Sara,Harrell,N,M,32,"Board games, Acting, Art",36.241,-92.2769
Peter,Delgado,M,B,18,"Skiing, Puzzle solving, Theater, Poetry",38.7462,-93.8442
Shannon,Thomas,F,A,39,"Puzzle solving, Jazz, Poetry, Sculpting, Soccer",18.4657,-66.2726
Lawrence,Jones,N,M,27,"Running, Landscaping, Escape rooms, Travel, Kayaking",32.6247,-107.8723
Patricia,Robertson,N,F,26,"Cooking, Wine tasting, Knitting",32.5323,-92.7839
Carl,Cruz,M,N,28,"Synchronized swimming, Stand-up comedy, Cooking, Air hockey",40.1428,-89.1928
Katherine,Moore,F,B,35,"Astronomy, Stand-up comedy, Salsa, Photography, Baking",38.4213,-105.0004
Brian,Bailey,M,A,38,"Air hockey, Kayaking, Judo, Hang gliding",38.3376,-85.7026
Brandon,Sandoval,M,N,35,"Salsa, American football, Nature, Art",42.8697,-84.8991
Erin,Johnson,N,M,23,"Air hockey, Music, Cybersecurity, Letterboxing",35.2657,-78.958
Philip,Gonzalez,M,A,29,"Pottery, Photography, Art history, Physics, Marketing",66.8805,-157.1499
Michael,Hughes,N,M,21,"Letterboxing, Poetry, Diving, Boating, Video games",39.6806,-77.5615
James,Barker,M,B,27,"Gardening, Cybersecurity, Muay Thai, Air hockey, Treasure hunting",37.7141,-114.4667
Ariel,Kramer,F,A,25,"Mobile app development, Judo, Skydiving, Triathlons",43.1346,-88.2226
Steven,Watson,M,N,19,"Ceramics, Martial arts, Yachting, Cybersecurity, Glassblowing",46.3019,-98.9468
Mary,Kidd,F,N,26,"Interests, Billiards, Pottery, Baseball, Meditation",39.4319,-84.5399
Marvin,James,M,F,19,"Astronomy, Video editing, Hunting",40.1542,-76.7515
Pamela,Torres,N,A,25,"Boating, Squash, Swimming, Shuffleboard, Rugby",35.7408,-81.7002
Erica,Peters,F,M,33,"Theater, Mathematics, Wine tasting, Music, Painting",36.6707,-93.9399
Christopher,Cruz,M,A,21,"Ethical hacking, Roller hockey, Art history, Badminton, Watercolor",43.8281,-115.8307
Breanna,Carson,F,N,20,"Knitting, Painting, Hunting, Reading",39.4953,-79.8168
Garrett,Ruiz,M,F,25,"Glassblowing, Singing, Art history",44.3656,-86.2021
Matthew,Grimes,M,B,25,"Geocaching, Stock trading, Board games, Roller hockey, Photography",43.653,-90.8584
John,Watson,N,A,35,"Web design, Mathematics, Salsa, Road cycling",44.2752,-105.4982
Rachel,King,F,F,28,"Pottery, Carpentry, Financial analysis, Public relations",45.3557,-93.2038
John,Robbins,M,F,34,"Nature Photography, Martial arts, Bar tending",42.5437,-95.8667
Mikayla,Smith,N,N,27,"Badminton, Mixology, Astrophysics",43.8383,-89.8049
Sean,Arellano,M,N,23,"Food styling, Yoga, Paragliding, Cooking, Basketball",39.901,-75.3274
Tina,Evans,N,A,20,"Acting, Surfing, Orienteering, Golf, Drawing",33.997,-117.9727
Nicholas,Stewart,M,M,19,"Nature Photography, Astrophysics, Gardening",36.071,-88.9921
Jacob,Yang,M,F,31,"Soccer, Food styling, Orienteering, Equestrian, Music production",40.8599,-91.3145
Veronica,Carey,F,M,23,"Volleyball, Boating, American football",42.1406,-89.4919
Debra,Burke,F,M,29,"Rugby, Physics, Hang gliding",31.3624,-110.9336
Michael,Blair,M,M,18,"DJing, Boating, Bar tending, Self defense",39.9034,-84.6263
Mark,Sullivan,M,N,21,"Shuffleboard, Puzzle solving, Glassblowing, Equestrian",47.8292,-122.1451
Heather,Flores,N,M,19,"Snowboarding, Mathematics, Pottery",39.7403,-120.565
Rachel,Sanchez,F,A,27,"Marathons, Gaming, Yoga",35.4561,-92.395
Frank,Hill,M,F,27,"Knitting, Dancing, Jazz, Guitar",43.0837,-97.1576
James,Campbell,M,B,35,"Yoga, Painting, Card games, Air hockey",44.8906,-89.5487
Danielle,Hart,F,N,31,"Geocaching, Teaching, Floristry",40.5428,-88.7146
Andrew,Phillips,N,M,35,"Investment banking, Water polo, Travel, Horseback riding",39.5926,-104.8673
Matthew,Nguyen,N,N,26,"Ethical hacking, Marketing, Travel, Investment banking, Muay Thai",42.0968,-86.4849
Ashley,Martin,F,N,37,"Running, Fitness, Baking",40.5728,-89.813
Stephen,Nunez,M,F,18,"Blacksmithing, Nature Photography, Landscaping",39.7879,-93.1697
Madison,Thompson,F,N,33,"Art, Surfing, Drawing, Meditation, Fishing",36.2304,-90.7256
Andrew,Woodward,M,N,27,"Letterboxing, Equestrian, Knitting, Horseback riding, Fishing",41.4701,-92.651
Rhonda,Rice,N,M,27,"Astronomy, Writing, Pottery, Nature, Badminton",46.0608,-113.0678
Wendy,Anthony,F,A,25,"Road cycling, Gymnastics, Salsa",35.7853,-96.7755
Larry,Galvan,N,F,19,"Road cycling, Letterboxing, Kickboxing, Equestrian",33.5905,-112.3271
Edward,Chavez,M,F,30,"Watercolor, Nature, Gymnastics",41.3608,-81.4727
Luis,Robinson,M,A,27,"Jazz, Triathlons, Roller hockey",47.2639,-93.4524
Mark,Jones,M,A,30,"Treasure hunting, DJing, Filmography",35.6478,-82.3001
Samuel,Lopez,M,A,35,"Marathons, Running, Darts, Theater, Video editing",38.9935,-110.1723
Jesse,Hill,N,A,28,"Ethical hacking, Singing, Woodworking",42.0006,-101.7624
Michael,George,M,F,39,"Kayaking, Paragliding, Wine tasting, Equestrian, Nature",40.5972,-96.0242
Jessica,Smith,N,N,36,"Drawing, Surfing, Music, Darts, Rugby",40.0408,-94.8233
Susan,Brown,N,B,20,"Yoga, Guitar, Volleyball, Biking",33.9523,-83.9932
Lisa,Vincent,N,A,21,"Fitness, Soccer, Woodworking, Rappelling, Boating",39.4582,-77.9776
Keith,Coffey,M,F,29,"Mixology, Sketching, Marathons, Hunting, Ceramics",39.8318,-77.9028
Robert,Allen,M,N,28,"Rugby, Pool, American football, Sketching",45.209,-96.7855
Ashley,Hensley,F,B,39,"Carpentry, Paragliding, Gaming, Fitness, Art",35.3273,-92.3367
Ian,Simmons,N,B,27,"Self defense, Golf, Guitar",36.0465,-83.2782
Ryan,Price,N,N,30,"Landscaping, Hiking, Muay Thai",45.1665,-85.2435
Felicia,Jackson,F,M,35,"Kayaking, Sailing, Water polo, Karate",40.312,-79.8237
Holly,Barrett,F,M,27,"Knitting, Wrestling, Kayaking, Ballroom dancing",40.719,-116.1081
Brandon,Rivera,N,M,30,"Hunting, Web design, Poetry, Financial analysis, Fitness",39.7991,-88.1671
David,Clark,M,F,27,"Cycling, Letterboxing, Gaming, Guitar",44.9533,-91.0398
Nicholas,Lee,N,M,33,"Bouldering, Food criticism, Jazz",40.3388,-95.676
Tamara,Mercado,F,M,33,"Escape rooms, Stand-up comedy, Tennis, Baking",30.4083,-92.0644
Rebecca,Hansen,F,N,26,"Rock Climbing, Boxing, Dancing, Ceramics",46.506,-95.6263
Brian,Smith,M,F,22,"Skydiving, Soccer, Billiards, Nature Photography, Darts",35.8324,-78.6429
Stephanie,Mccarty,N,A,22,"Sculpting, Art, Surfing",31.6849,-91.8321
Daniel,Salazar,M,F,22,"Kiteboarding, Baseball, Card games, Boating",32.1383,-95.4871
Derek,Wright,M,F,30,"Diving, Pilates, Marketing, Landscaping",37.6652,-97.5617
Barbara,Green,F,F,37,"Pilates, Running, Mountain biking",34.581,-83.3263
Carol,Reeves,N,B,29,"Boating, Table tennis, Pilates",27.8831,-82.3593
Karen,Hernandez,F,N,20,"Landscaping, Pool, Snowboarding, Bouldering",41.636,-84.4943
Brian,Gonzales,N,B,36,"Swimming, Photography, Kayaking",40.6821,-93.1211
Michelle,Mccarthy,F,A,27,"Pilates, Salsa, Weightlifting, Golf",45.4627,-98.3329
Donna,Wright,F,A,37,"Watercolor, Landscaping, Roller hockey, Ethical hacking",36.5948,-101.6224
Erin,Reyes,N,B,29,"Rappelling, Board games, Blacksmithing",41.7634,-98.0816
Tommy,Christensen,N,F,33,"Ceramics, Kickboxing, Theatre, Landscaping, Marketing",33.1274,-111.8424
Wanda,Perez,F,A,39,"Choreography, Card games, Polo, Theatre, Public relations",40.4794,-78.9112
William,Sanchez,M,A,34,"Letterboxing, Martial arts, Interior design, Astrophysics, Food styling",41.0287,-94.0499
Laura,Long,F,N,35,"Astrophysics, Theater, Literature, Art history",42.9924,-75.0509
Arthur,Stanley,M,M,29,"Nature Photography, Hunting, Woodworking, Road cycling",40.1178,-80.0044
Kevin,Gonzalez,N,F,27,"Gaming, Volleyball, Nature",40.7688,-76.038
Roy,Lee,M,M,25,"Muay Thai, Squash, Physics",38.9782,-79.9504
Eric,Hudson,M,M,28,"Data analysis, Pinball, Financial analysis, Drawing",42.3158,-96.3035
Veronica,Booker,F,A,33,"Kickboxing, Geocaching, Muay Thai, Video editing, Skateboarding",37.7511,-89.06
Kimberly,Krause,F,M,25,"Water polo, Knitting, Soccer, Food styling, Gardening",36.7055,-119.8516
Monique,Brooks,F,A,37,"Nature, Ballroom dancing, Pilates",46.4084,-120.2727
Michael,Sanchez,M,B,21,"Escape rooms, Landscaping, Polo",40.5171,-94.6145
Alisha,Stokes,N,F,34,"Jujitsu, Ballroom dancing, Bouldering, Equestrian, Stand-up comedy",38.301,-86.9622
Ashley,Ruiz,N,B,36,"Guitar, Polo, Skiing, Improv, Football",44.9322,-93.4598
Howard,Sanford,M,A,37,"Bouldering, Stand-up comedy, Rappelling, Darts",34.9975,-92.6315
Michael,Jones,M,F,21,"Pool, Fashion design, Filmography, Horseback riding",40.6241,-81.7766
Jose,Jackson,M,M,26,"Weightlifting, Orienteering, Teaching, Boxing, Fitness",40.9348,-87.9343
Michael,Ellis,M,M,29,"Baking, Wine tasting, Landscaping, Gymnastics, Travel",40.4117,-85.4262
Brittany,Gray,F,F,29,"Gaming, Boxing, Mountain biking",39.4948,-86.0544
Carla,Rivera,F,B,22,"Woodworking, Wine tasting, Meditation, Kayaking, Field hockey",40.1559,-75.8304
Margaret,Simon,F,F,27,"Investment banking, Golf, Baseball",44.5458,-103.7198
Andrew,Smith,N,M,19,"Ballet, Improv, Floristry, Sculpting",34.8869,-120.3141
Clayton,Frazier,N,F,28,"Weightlifting, Dancing, Marathons, Drawing, Salsa",33.584,-117.6237
Michael,Calderon,M,M,25,"Squash, Ballroom dancing, Financial analysis",44.4622,-73.2202
Kelly,Simpson,F,B,23,"Investment banking, Triathlons, Treasure hunting",40.4079,-74.6128
Kayla,Cruz,F,B,31,"Yoga, Stock trading, Hang gliding, Music production",34.316,-78.1448
Timothy,Rodriguez,M,B,38,"Guitar, Dancing, Treasure hunting, Rock climbing",44.0401,-75.8468
Natasha,Murphy,F,F,32,"Music, Video editing, Swimming",40.3701,-80.2324
Daniel,Smith,M,A,39,"Movies, Financial analysis, Improv",42.6389,-89.1712
Amber,Chavez,F,A,38,"Writing, Public relations, Roller hockey, Darts",39.661,-81.0669
Toni,Williams,F,M,31,"Landscaping, Interior design, Snowboarding, Triathlons",31.4099,-85.1381
Grace,Taylor,F,B,35,"Photography, Jujitsu, Art",30.7224,-84.3541
Dennis,Schultz,N,F,39,"Floristry, Geocaching, Letterboxing",38.9215,-97.3692
Sherry,Williams,N,A,28,"Volleyball, Advertising, Skateboarding",32.9335,-97.2256
Colleen,Smith,F,M,38,"Writing, Lacrosse, Web design, Kickboxing, Billiards",35.9511,-86.0969
Ryan,Wilson,M,N,19,"Letterboxing, Stand-up comedy, Gardening, Rugby",39.0732,-95.3866
Clayton,Weber,N,M,35,"Ballet, Movies, Muay Thai",32.3595,-89.4761
William,Woodward,M,N,26,"Music, Acting, Triathlons",28.7171,-96.2334
Larry,Frye,M,N,20,"Surfing, Glassblowing, Improv, Skiing",40.7702,-77.0808
Linda,Weiss,N,M,21,"Improv, Pinball, Pottery, Kiteboarding",38.9802,-76.8502
Keith,Johnson,N,B,21,"Boating, Travel, Biking",35.9024,-109.0321
Jose,Caldwell,N,B,31,"Table tennis, Music production, Calligraphy, Blacksmithing",56.809,-132.9889
Justin,Gilbert,M,A,23,"Boxing, Cybersecurity, Meditation, Art history",42.5682,-92.6214
Thomas,Williams,N,A,18,"Fitness, Reading, Teaching",43.4336,-94.9467
Karen,Ross,F,B,29,"Ethical hacking, Photography, Teaching, Cooking",39.2283,-74.8096
Zachary,Rios,M,A,32,"Interests, Cybersecurity, Gymnastics, Card games, Jazz",40.0907,-79.5871
Sara,Hernandez,N,N,33,"Geocaching, Card games, Windsurfing",45.3473,-92.9116
Brian,Turner,N,N,28,"Art history, Marathons, Air hockey, Table tennis, Fitness",41.434,-89.3961
Mandy,Knox,F,M,30,"Bouldering, Karate, Filmography, Art history",43.006,-89.7316
Kenneth,Richmond,N,A,38,"Karate, Gaming, Sewing",36.2472,-95.9655
Keith,Paul,M,F,23,"Pool, Karate, Astronomy, Air hockey, Music production",44.7236,-94.4869
Steven,Harrell,N,B,31,"Kickboxing, Kiteboarding, Wine tasting, Cycling, Writing",45.4425,-84.7871
Tracey,Knight,N,A,23,"Interests, Cybersecurity, Rock Climbing, Video editing, Art",37.8897,-122.3018
Ashley,Martinez,F,B,36,"Pottery, Shuffleboard, Art history, Football",33.1246,-117.2834
Katelyn,Wilson,F,F,33,"Tennis, Volleyball, Video games, Ice skating, Field hockey",47.1734,-122.412
Barbara,Hawkins,F,F,35,"Web design, Stock trading, Meditation",34.3601,-97.4928
Ashley,Kline,F,A,21,"Wine tasting, Ceramics, Stand-up comedy, Teaching, Table tennis",34.3627,-77.7318
Scott,Walker,M,M,36,"Poetry, Triathlons, Weightlifting, Soccer, Jujitsu",33.09,-80.3071
John,Lewis,M,F,19,"Running, Choreography, Letterboxing",42.7488,-91.671
David,Lozano,N,M,36,"Skateboarding, Dancing, Gaming",36.9156,-94.6696
Kimberly,Fernandez,F,N,21,"Landscaping, Watercolor, Boating",40.2961,-78.8959
Amanda,Evans,N,N,35,"Filmography, Ballet, Geocaching",41.7965,-86.0836
Maria,Sloan,F,F,29,"Lacrosse, Skateboarding, Card games, Kiteboarding, Reading",30.408,-91.0906
Matthew,Taylor,M,N,36,"Journalism, Basketball, Muay Thai",41.936,-96.4717
Julie,Wu,N,M,20,"Rock Climbing, Road cycling, Reading, Theatre",38.3992,-91.3305
Marcus,Bailey,N,N,19,"Tennis, Boating, Computer programming, Golf, Wine tasting",30.4661,-91.9811
Kristine,Smith,F,M,28,"Acting, Sewing, Board games, Jogging",45.4953,-97.8321
Debbie,Martin,F,A,19,"Astronomy, Advertising, Acting, Drawing",44.0325,-84.0194
Angela,Smith,F,N,32,"Filmography, Public relations, Diving, Skateboarding",42.1967,-88.0058
Antonio,Clark,N,A,21,"Carpentry, Choreography, Knitting",41.9233,-71.3924
Amber,Greer,F,B,25,"Polo, Baseball, Yachting, Road cycling",34.2519,-106.9158
Daniel,Mckenzie,M,A,27,"Shuffleboard, Woodworking, Wine tasting, Public relations",40.6018,-73.6647
Robert,Chase,M,M,37,"Gardening, Snowboarding, Skateboarding",38.7952,-85.6528
Brett,Hurley,M,B,26,"Sewing, Bouldering, Judo, Windsurfing, Bowling",38.7176,-87.9728
James,Williams,M,M,27,"Sculpting, Squash, Data analysis",41.1128,-73.9822
Jessica,Mercer,F,A,27,"Skydiving, Marathons, Field hockey, Computer programming",29.4923,-82.8682
Vincent,Walker,M,B,38,"Baking, Woodworking, Rugby, Sailing",38.7495,-77.7151
Mary,Miller,F,A,26,"Marketing, Financial analysis, Pool, Stock trading",40.4575,-76.2463
Hailey,Davis,F,N,32,"Baking, DJing, Jazz, Painting",43.8625,-98.3526
Justin,Schwartz,M,M,22,"Kickboxing, Boating, Guitar",33.1068,-86.5825
Shannon,Bell,N,M,19,"Interior design, Hang gliding, Travel, Self defense",40.1989,-85.395
Deanna,Gonzales,N,M,23,"Escape rooms, Soccer, Ceramics, Astronomy",40.7061,-74.5568
Jeremy,Hill,N,F,39,"Sewing, Mountain biking, Gardening, Astrophysics",36.3675,-82.2243
Brent,Thomas,M,F,21,"Mathematics, Equestrian, Music, Boxing",39.299,-96.8277
Travis,Miller,M,A,23,"Shuffleboard, Letterboxing, Weightlifting, Nature Photography, Equestrian",43.1791,-95.4768
Yesenia,Warner,F,A,39,"Horseback riding, Reading, Ceramics, Writing, Martial arts",42.1155,-72.5395
Nancy,Kelly,N,F,32,"Nature, Fitness, Filmmaking",33.1279,-97.0234
Brandon,Watson,M,F,19,"Theater, Surfing, Meditation, Interests, Swimming",43.8693,-116.4916
Brett,Stark,M,M,28,"Card games, Karate, Diving, Golf, Lacrosse",45.8337,-91.3545
Jack,Sanchez,M,F,33,"Volleyball, Hiking, Choreography, Painting, Squash",40.8903,-78.2293
Lauren,Sutton,F,F,23,"Jogging, Sewing, Road cycling, Skateboarding",41.0547,-84.3011
Donna,Short,F,A,30,"DJing, Wine tasting, Computer programming, Dancing, Painting",47.3667,-122.1045
Timothy,Harris,N,B,23,"Gardening, Boating, Food styling, Choreography, Journalism",37.9638,-122.5615
Michael,Holt,M,N,26,"Choreography, Gaming, Yachting, Investment banking, Rock Climbing",36.4653,-79.9064
Christy,Kelly,F,B,37,"Swimming, Mixology, Cycling",38.9958,-79.1277
Mary,Harvey,N,F,31,"Cooking, Biking, Poetry, Water polo",35.5108,-97.3715
Elizabeth,Tran,F,N,31,"Skiing, DJing, Data analysis, Mountain biking",18.0287,-66.3356
Mark,Cox,N,A,20,"Nature Photography, Rugby, Landscaping",33.0633,-97.1117
Barbara,Smith,F,M,18,"Salsa, Treasure hunting, Puzzle solving, Investment banking",40.9733,-73.9604
Donna,White,F,M,21,"Rugby, Paragliding, Surfing",40.9038,-73.3447
Jamie,Hampton,M,M,34,"Sewing, Sculpting, Horseback riding, Rugby, Pilates",41.8512,-94.0107
Roy,Dunn,N,B,30,"Filmmaking, Billiards, Teaching, Martial arts",38.2883,-86.0659
Brianna,Richards,F,N,18,"Skiing, Kiteboarding, Acting",35.2761,-85.5361
Casey,Kelly,M,N,32,"Yoga, Ballet, Martial arts, Mountain biking",37.1047,-102.5786
Tanya,Farrell,N,N,34,"Ice skating, Escape rooms, Running",28.1396,-82.4467
Darren,Paul,M,F,24,"Singing, Stand-up comedy, Marketing",35.3249,-92.081
Sandra,Contreras,N,M,20,"Glassblowing, Triathlons, Stock trading, Boxing",38.2518,-87.3914
Garrett,Kelley,M,B,34,"Cooking, Marketing, Basketball, Badminton, Mountain biking",38.044,-87.7147
John,Skinner,M,B,18,"Food criticism, Advertising, Billiards, Travel, Surfing",40.9702,-78.8765
Jay,Dickson,M,M,27,"Skateboarding, Glassblowing, Nature",32.5855,-83.2273
Tanya,Wood,N,M,22,"Glassblowing, Teaching, Tennis",25.8877,-80.1334
Allison,Estrada,F,B,39,"Basketball, Web design, Windsurfing, Equestrian",34.6818,-82.96
Susan,Richmond,F,A,38,"Landscaping, Meditation, Mathematics, Jazz",39.8489,-81.0354
Derek,Miller,N,N,31,"Golf, Paragliding, Rugby",33.8835,-112.0858
Jeff,Brown,M,M,37,"Baking, Carpentry, Improv, Guitar, Video editing",34.6881,-90.3809
Megan,Mata,F,B,31,"Diving, Painting, Rock climbing, Kiteboarding, Polo",39.4598,-80.2185
Shannon,Moore,F,A,31,"Photography, Music production, Pinball, Jujitsu, Interior design",39.7739,-121.9549
John,Walker,N,A,35,"Web design, Bouldering, Choreography, Public relations, Yoga",19.3566,-154.9752
Vanessa,Smith,F,N,21,"Synchronized swimming, Improv, Travel",26.6888,-80.1326
Mario,Hanson,M,A,23,"DJing, Writing, Boxing, Painting",41.4544,-80.5854
Ashley,Murray,F,N,18,"Video editing, Interests, Hang gliding, Video games, Landscaping",45.7588,-109.7799
William,Potter,N,B,39,"Diving, Snowboarding, Marketing",37.8915,-85.9636
Megan,Grant,F,B,19,"Guitar, Gymnastics, Meditation",38.3039,-76.6395
Tracy,Simpson,N,M,27,"Video games, Ice skating, Pilates, Synchronized swimming",40.9093,-72.6695
Shelley,Alvarez,F,F,24,"Letterboxing, Calligraphy, Woodworking",39.6266,-80.9059
Joseph,Perez,N,B,37,"Movies, Rock Climbing, Carpentry",60.1688,-154.3233
Tara,Jackson,F,F,28,"Golf, Fitness, Synchronized swimming, Judo, Basketball",40.2398,-76.8155
Pamela,Rose,F,F,26,"Landscaping, Marathons, Interests",39.9115,-85.1555
Miguel,Mccarthy,M,N,30,"Interests, Journalism, Computer programming, Gymnastics",41.4349,-81.7497
Billy,Wilson,M,B,20,"Skydiving, Investment banking, Ethical hacking, Mathematics",31.8125,-82.979
Christopher,Cook,N,M,38,"American football, Bar tending, Kiteboarding, Soccer",43.4684,-114.2551
Thomas,Perez,M,B,39,"Bowling, Badminton, Kayaking",31.3266,-93.396
Katherine,Griffin,F,M,37,"Ballroom dancing, Theatre, Movies, Letterboxing",35.6085,-90.3329
Dustin,Alexander,N,N,35,"Kiteboarding, Theater, Cycling",40.5884,-76.553
Julie,Hunter,F,A,37,"Wine tasting, Windsurfing, Hiking, Ceramics, Literature",39.1121,-89.7832
Alyssa,Nelson,F,N,32,"DJing, Mobile app development, Air hockey, Data analysis, Pilates",39.3509,-85.9625
Christopher,Snyder,M,A,24,"Rock climbing, DJing, Theater, Improv, Carpentry",39.2109,-84.3572
Tina,Harper,F,B,18,"Hiking, Kickboxing, Bar tending, Golf, Art",42.4219,-123.3915
Tony,Brown,M,A,39,"Stand-up comedy, Mixology, Music production, Swimming",45.0825,-92.909
Corey,Murray,N,F,21,"Kickboxing, Advertising, Ice skating, Food criticism, Travel",30.6759,-97.593
Bryan,Williamson,N,B,26,"Lacrosse, Rappelling, Snowboarding, Public relations, Art history",38.6688,-88.4758
Michael,Jones,M,B,37,"DJing, Floristry, Muay Thai",36.8394,-86.895
Joel,Murphy,N,M,37,"Swimming, Salsa, Soccer",39.2072,-93.5186
Judy,Gardner,N,N,21,"Sailing, Reading, Rock climbing, Rappelling, Woodworking",39.6692,-102.8501
Sarah,Hoover,F,F,21,"Computer programming, Food criticism, Hang gliding",32.2813,-96.5497
Dan,Wheeler,N,M,21,"Filmography, Data analysis, DJing, Music production",21.9141,-159.5874
Cristian,Rhodes,N,A,23,"Mobile app development, Geocaching, Woodworking",38.6058,-94.7779
Michele,Simpson,F,N,39,"Kiteboarding, Diving, Lacrosse",46.6217,-92.384
Gloria,Blackburn,F,F,22,"Writing, Calligraphy, Roller hockey, Synchronized swimming, Teaching",36.7892,-108.06
David,Woods,N,F,33,"Cybersecurity, Baseball, Improv",41.4747,-96.2037
Amy,Travis,N,B,38,"Astronomy, Skateboarding, Guitar",48.1513,-97.6442
John,Padilla,N,N,32,"Photography, Financial analysis, Biking, Hiking, Card games",21.3311,-157.9474
Kenneth,Walsh,M,M,30,"Calligraphy, Table tennis, Cycling, Interests",43.245,-73.0069
Matthew,Carr,N,N,31,"Data analysis, Field hockey, Carpentry, Badminton, Acting",33.5368,-80.4182
Olivia,Collins,N,B,18,"Badminton, Ballet, Baseball, Fishing",38.2351,-104.3482
Lori,Hill,F,B,20,"Sketching, Reading, Food criticism",38.7622,-83.0417
James,Vasquez,M,M,29,"Ballet, Martial arts, Public relations",48.776,-104.5574
Gary,Allen,M,N,18,"Kayaking, Skiing, Improv",32.6663,-107.1644
James,Richardson,N,F,38,"Volleyball, Art history, Horseback riding",39.4138,-74.3787
Kevin,Walker,M,A,38,"Baseball, Skydiving, Landscaping, Basketball",39.5212,-75.2421
Samuel,Hill,M,B,37,"Hiking, Salsa, Glassblowing, Pilates, Football",36.1242,-115.3324
Susan,Hampton,F,F,21,"Nature Photography, Roller hockey, Running",35.1473,-96.6693
Brenda,Miller,N,B,26,"Escape rooms, Financial analysis, Photography",37.4294,-89.7907
Derrick,Gordon,N,M,33,"Dancing, Data analysis, Treasure hunting, Polo, Photography",41.2161,-73.4252
Patricia,Morgan,F,A,22,"Knitting, Hunting, Bowling, Kiteboarding",32.5352,-96.8895
James,Ortega,M,N,18,"Muay Thai, Bar tending, Jazz, Art history",41.306,-73.1383
Holly,Mason,N,N,27,"Sewing, Windsurfing, Martial arts",42.1108,-96.7113
Meredith,Washington,N,M,29,"Water polo, Interior design, Filmmaking, Fishing, Yoga",43.7252,-97.689
Donna,Ramirez,F,M,36,"Treasure hunting, Nature, Marketing",38.675,-121.9702
Peter,Anderson,M,B,24,"Nature Photography, Geocaching, Sailing, Mixology, Weightlifting",59.3462,-157.4861
Kimberly,Franklin,N,N,24,"Pinball, Ballroom dancing, Fashion design, Jogging",31.53,-83.8338
Julie,Dixon,F,N,38,"Video games, Yoga, Basketball",45.2331,-94.9401
Lauren,Knox,F,M,22,"Rock Climbing, Astrophysics, Floristry",35.4993,-94.547
Paul,Brown,M,M,18,"Pinball, Financial analysis, Yoga",41.256,-73.6857
Alice,Douglas,F,A,21,"Horseback riding, Cooking, Boating",33.5099,-92.4001
Kimberly,Brown,N,M,34,"Interior design, Fishing, Astronomy",34.4575,-97.1566
Brian,Ruiz,M,M,33,"Acting, Teaching, Photography, Nature Photography",31.8437,-86.638
Matthew,Craig,M,F,25,"Improv, Nature Photography, Orienteering, Financial analysis, Football",29.4899,-98.5503
David,Bush,N,M,20,"Equestrian, Squash, Journalism, Mixology, Pinball",45.0606,-94.067
Jeffrey,Morales,M,M,22,"Jazz, Bouldering, Food criticism",32.7188,-101.9174
Kyle,Tapia,M,F,24,"Stock trading, Rock Climbing, Literature, Sewing, Gaming",39.0894,-119.7977
Brian,Dougherty,M,N,24,"Jazz, Video games, Ethical hacking",40.1706,-74.0262
Colleen,Bailey,N,B,19,"Self defense, Table tennis, Music production",33.2184,-92.664
Ethan,Bryan,M,N,26,"Soccer, Pool, Self defense, Ballet",35.8152,-89.9467
Daniel,Wise,M,B,35,"Sewing, Marathons, Music production, Boating, Literature",33.2006,-96.0054
Ryan,King,M,B,35,"Geocaching, Orienteering, Pilates, Jujitsu",35.2536,-106.5706
William,Coleman,N,M,37,"Theatre, Computer programming, Filmmaking, Water polo",38.6718,-91.3391
Jimmy,Kline,N,B,32,"Ice skating, Hiking, Music production, Floristry, Orienteering",41.5004,-94.6434
Brandon,Martinez,N,A,36,"Shuffleboard, Kiteboarding, Puzzle solving",36.1844,-94.5315
Jesse,Miller,M,B,23,"Bouldering, Mobile app development, Sketching",35.4056,-119.3142
Laura,Howard,F,B,31,"Video editing, Triathlons, Pottery, Ballet, Rock Climbing",37.3004,-82.2758
Thomas,Jackson,M,M,29,"Self defense, Financial analysis, Music production",47.8056,-122.2401
Nicholas,Webb,M,F,30,"Hang gliding, Sewing, Boating, Snowboarding, Karate",33.6277,-83.8721
Christopher,Mccarthy,M,M,33,"Public relations, Gymnastics, Hunting, Escape rooms",38.4849,-80.2981
Robin,Montgomery,N,N,31,"Polo, Floristry, Ballroom dancing",61.5668,-149.2417
Lauren,Franklin,F,A,35,"Yoga, Fishing, Paragliding, Choreography",40.3925,-77.8354
Tammy,Robertson,F,A,26,"Theater, Marketing, Cooking, Drawing",44.8263,-94.2742
Michael,Carlson,M,M,33,"Video editing, Blacksmithing, American football, Floristry, Biking",39.87,-98.3055
